ds,y
2018/4/15,20
2018/4/16,15
2018/4/17,15
2018/4/18,20
2018/4/19,20
2018/4/21,40
2018/4/22,40
2018/4/23,40
2018/4/25,40
2018/4/26,20
2018/4/27,30
2018/4/28,50
2018/4/30,20
2018/5/1,40
2018/5/2,40
2018/5/3,20
2018/5/4,40
2018/5/6,40
2018/5/7,20
2018/5/9,30
2018/5/10,20
2018/5/11,40
2018/5/12,40
2018/5/13,30
2018/5/14,40
2018/5/17,50
2018/5/18,40
2018/5/19,50
2018/5/20,40
2018/5/21,20
2018/5/22,40
2018/5/24,20
2018/5/25,40
2018/5/26,40
2018/5/27,40
2018/5/28,20
2018/5/29,40
2018/5/30,40
2018/6/1,40
2018/6/2,40
2018/6/3,30
2018/6/4,10
2018/6/6,20
2018/6/7,30
2018/6/8,40
2018/6/9,50
2018/6/10,20
2018/6/11,40
2018/6/12,20
2018/6/13,20
2018/6/14,40
2018/6/15,40
2018/6/16,60
2018/6/17,40
2018/6/18,20
2018/6/20,30
2018/6/21,30
2018/6/22,60
2018/6/23,50
2018/6/24,50
2018/6/25,30
2018/6/26,16
2018/6/27,20
2018/6/28,30
2018/6/29,60
2018/6/30,70
2018/7/1,40
2018/7/2,20
2018/7/3,20
2018/7/5,20
2018/7/6,120
2018/7/7,40
2018/7/8,20
2018/7/10,40
2018/7/11,40
2018/7/12,30
2018/7/13,60
2018/7/14,60
2018/7/15,50
2018/7/16,20
2018/7/19,50
2018/7/20,80
2018/7/21,50
2018/7/22,50
2018/7/23,30
2018/7/24,20
2018/7/25,60
2018/7/26,50
2018/7/27,80
2018/7/28,60
2018/7/29,20
2018/7/31,30
2018/8/1,30
2018/8/2,30
2018/8/3,60
2018/8/4,30
2018/8/5,40
2018/8/6,20
2018/8/7,50
2018/8/8,120
2018/8/9,40
2018/8/10,40
2018/8/12,20
2018/8/13,60
2018/8/14,20
2018/8/16,30
2018/8/17,80
2018/8/18,60
2018/8/19,50
2018/8/20,40
2018/8/21,40
2018/8/22,50
2018/8/23,20
2018/8/24,60
2018/8/25,60
2018/8/26,30
2018/8/27,40
2018/8/29,20
2018/8/30,30
2018/8/31,70
2018/9/1,60
2018/9/2,60
2018/9/3,40
2018/9/4,40
2018/9/5,20
2018/9/6,40
2018/9/7,80
2018/9/8,80
2018/9/9,40
2018/9/10,30
2018/9/11,20
2018/9/12,40
2018/9/14,60
2018/9/15,40
2018/9/16,20
2018/9/17,20
2018/9/18,20
2018/9/19,40
2018/9/21,80
2018/9/22,60
2018/9/23,65
2018/9/26,40
2018/9/27,40
2018/9/28,60
2018/9/29,60
2018/9/30,50
2018/10/2,40
2018/10/3,40
2018/10/4,40
2018/10/5,80
2018/10/6,40
2018/10/7,30
2018/10/8,20
2018/10/9,50
2018/10/10,30
2018/10/11,25
2018/10/12,80
2018/10/13,60
2018/10/14,40
2018/10/15,10
2018/10/16,50
2018/10/18,20
2018/10/19,80
2018/10/20,70
2018/10/21,10
2018/10/22,10
2018/10/23,50
2018/10/25,30
2018/10/26,80
2018/10/27,50
2018/10/28,20
2018/10/29,20
2018/10/30,20
2018/10/31,40
2018/11/1,40
2018/11/2,80
2018/11/3,60
2018/11/4,50
2018/11/5,60
2018/11/6,30
2018/11/7,30
2018/11/8,40
2018/11/9,80
2018/11/10,20
2018/11/11,50
2018/11/12,40
2018/11/13,20
2018/11/14,20
2018/11/15,30
2018/11/16,60
2018/11/17,60
2018/11/18,40
2018/11/19,30
2018/11/20,50
2018/11/21,30
2018/11/22,70
2018/11/23,80
2018/11/24,60
2018/11/25,40
2018/11/26,30
2018/11/27,20
2018/11/28,20
2018/11/29,30
2018/11/30,80
2018/12/1,80
2018/12/2,60
2018/12/3,30
2018/12/4,30
2018/12/5,40
2018/12/6,30
2018/12/7,100
2018/12/8,60
2018/12/9,40
2018/12/10,20
2018/12/11,40
2018/12/12,40
2018/12/13,50
2018/12/14,100
2018/12/15,80
2018/12/16,20
2018/12/17,40
2018/12/18,20
2018/12/19,40
2018/12/20,100
2018/12/21,100
2018/12/22,20
2018/12/23,60
2018/12/24,60
2018/12/25,60
2018/12/26,80
2018/12/27,80
2018/12/28,100
2018/12/29,30
2018/12/30,80
2019/1/1,80
2019/1/3,20
2019/1/4,50
2019/1/5,40
2019/1/6,30
2019/1/7,20
2019/1/9,40
2019/1/10,30
2019/1/11,60
2019/1/12,60
2019/1/13,50
2019/1/14,20
2019/1/15,20
2019/1/17,40
2019/1/18,60
2019/1/19,60
2019/1/20,50
2019/1/22,10
2019/1/23,40
2019/1/24,20
2019/1/25,80
2019/1/26,50
2019/1/27,50
2019/1/28,50
2019/1/29,20
2019/1/30,20
2019/1/31,50
2019/2/1,80
2019/2/2,60
2019/2/6,80
2019/2/8,90
2019/2/9,40
2019/2/11,20
2019/2/12,20
2019/2/13,40
2019/2/14,80
2019/2/15,80
2019/2/16,60
2019/2/18,20
2019/2/19,20
2019/2/20,20
2019/2/21,20
2019/2/22,60
2019/2/23,60
2019/2/25,20
2019/2/26,15
2019/2/27,40
2019/2/28,40
2019/3/1,60
2019/3/2,45
2019/3/4,20
2019/3/5,10
2019/3/6,20
2019/3/7,30
2019/3/8,60
2019/3/9,110
2019/3/10,60
2019/3/11,20
2019/3/12,40
2019/3/13,20
2019/3/14,20
2019/3/15,80
2019/3/17,20
2019/3/18,16
2019/3/19,20
2019/3/20,30
2019/3/21,40
2019/3/22,80
2019/3/23,60
2019/3/24,30
2019/3/27,40
2019/3/28,40
2019/3/29,60
2019/3/30,60
2019/3/31,50
2019/4/3,30
2019/4/4,20
2019/4/5,80
2019/4/7,60
2019/4/8,20
2019/4/9,10
2019/4/10,20
2019/4/11,30
2019/4/12,60
2019/4/13,50
2019/4/14,40
2019/4/16,10
2019/4/17,20
2019/6/26,30
2019/7/3,60
2019/7/4,66
2019/7/5,60
2019/7/6,50
2019/7/7,20
2019/7/11,30
2019/7/12,80
2019/7/13,80
2019/7/15,20
2019/7/16,20
2019/7/17,20
2019/7/18,40
2019/7/19,80
2019/7/20,50
2019/7/22,30
2019/7/26,80
2019/7/27,60
2019/7/28,30
2019/7/29,30
2019/7/30,20
2019/7/31,50
2019/8/1,30
2019/8/2,60
2019/8/3,30
2019/8/4,30
2019/8/5,10
2019/8/6,20
2019/8/7,20
2019/8/8,80
2019/8/10,50
2019/8/11,40
2019/8/12,40
2019/8/13,20
2019/8/14,30
2019/8/15,20
2019/8/16,50
2019/8/17,50
2019/8/18,30
2019/8/19,30
2019/8/21,30
2019/8/22,40
2019/8/23,80
2019/8/24,50
2019/8/25,20
2019/8/27,20
2019/8/28,30
2019/8/29,30
2019/8/30,80
2019/8/31,60
2019/9/1,60
2019/9/4,30
2019/9/5,40
2019/9/6,60
2019/9/7,50
2019/9/8,30
2019/9/9,20
2019/9/10,20
2019/9/11,40
2019/9/12,40
2019/9/13,50
2019/9/14,50
2019/9/15,30
2019/9/16,20
2019/9/18,40
2019/9/19,40
2019/9/20,50
2019/9/21,60
2019/9/22,60
2019/9/23,20
2019/9/25,50
2019/9/26,60
2019/9/27,60
2019/9/28,40
2019/9/29,20
2019/9/30,20
2019/10/1,20
2019/10/2,30
2019/10/3,30
2019/10/4,50
2019/10/5,70
2019/10/6,20
2019/10/7,40
2019/10/8,40
2019/10/9,20
2019/10/10,40
2019/10/11,50
2019/10/12,40
2019/10/14,20
2019/10/15,30
2019/10/16,30
2019/10/17,20
2019/10/18,60
2019/10/19,60
2019/10/21,20
2019/10/22,40
2019/10/23,30
2019/10/24,30
2019/10/25,80
2019/10/26,50
2019/10/27,60
2019/10/29,10
2019/10/30,20
2019/10/31,30
2019/11/1,60
2019/11/2,60
2019/11/3,25
2019/11/4,10
2019/11/5,20
2019/11/6,20
2019/11/7,30
2019/11/8,60
2019/11/9,50
2019/11/10,30
2019/11/11,20
2019/11/12,20
2019/11/14,30
2019/11/16,60
2019/11/17,10
2019/11/20,30
2019/11/21,50
2019/11/22,60
2019/11/23,40
2019/11/25,30
2019/11/26,10
2019/11/27,30
2019/11/28,40
2019/11/29,30
2019/11/30,80
2019/12/1,30
2019/12/2,30
2019/12/3,20
2019/12/4,30
2019/12/5,10
2019/12/6,60
2019/12/7,80
2019/12/8,60
2019/12/9,50
2019/12/10,30
2019/12/11,20
2019/12/12,60
2019/12/13,80
2019/12/14,80
2019/12/15,120
2019/12/16,50
2019/12/18,50
2019/12/19,100
2019/12/20,80
2019/12/21,80
2019/12/24,100
2019/12/25,100
2019/12/26,30
2019/12/27,80
2019/12/28,50
2019/12/31,60
2020/1/1,80
2020/1/3,60
2020/1/7,20
2020/1/8,50
2020/1/9,50
2020/1/10,50
2020/1/11,50
2020/1/12,30
2020/1/14,20
2020/1/15,80
2020/1/17,40
2020/1/18,50
2020/1/20,30
2020/1/21,50
2020/1/22,30
2020/1/25,100
2020/1/31,100
2020/2/4,20
2020/2/7,80
2020/2/11,20
2020/2/14,60
2020/2/15,50
2020/2/21,50
2020/2/23,30
2020/2/24,10
2020/2/27,30
2020/2/28,60
2020/3/1,30
2020/3/6,60
2020/3/7,50
2020/3/8,20
2020/3/11,40
2020/3/12,10
2020/3/13,80
2020/3/14,30
2020/3/19,30
2020/3/20,40
2020/3/22,40
2020/3/23,15
2020/3/26,20
2020/3/27,15
2020/3/28,40
2020/4/3,15
2020/4/5,8
2020/6/19,80
2020/6/21,30
2020/6/23,20
2020/6/24,30
2020/6/25,30
2020/6/26,30
2020/6/27,100
2020/6/28,30
2020/7/2,20
2020/7/3,80
2020/7/4,20
2020/7/5,50
2020/7/7,20
2020/7/8,10
2020/7/9,40
2020/7/10,80
2020/7/11,10
2020/7/12,20
2020/7/14,20
2020/7/16,40
2020/7/17,30
2020/7/18,50
2020/7/19,20
2020/7/21,10
2020/7/23,30
2020/7/24,50
2020/7/25,80
2020/7/30,30
2020/7/31,30
2020/8/1,80
2020/8/2,15
2020/8/3,15
2020/8/6,20
2020/8/7,80
2020/8/8,20
2020/8/9,60
2020/8/14,50
2020/8/15,40
2020/8/16,30
2020/8/18,10
2020/8/19,10
2020/8/20,15
2020/8/21,80
2020/8/22,40
2020/8/25,20
2020/8/26,35
2020/8/27,40
2020/8/28,40
2020/8/29,40
2020/8/30,20
2020/9/2,30
