ds,y
2020/09/27,1
2020/10/01,3
2020/10/02,2
2020/10/03,2
2020/10/04,1
2020/10/05,0.8
2020/10/07,2.5
2020/10/09,2
2020/10/10,2
2020/10/11,2
2020/10/14,1.5
2020/10/16,2
2020/10/17,3
2020/10/18,2
2020/10/19,1.5
2020/10/21,2
2020/10/23,3
2020/10/24,2
2020/10/25,2
2020/10/30,3
2020/10/31,3
2020/11/01,4.2
2020/11/03,1
2020/11/04,2
2020/11/06,1
2020/11/07,3
2020/11/08,3
2020/11/09,2
2020/11/10,1
2020/11/12,2
2020/11/13,2
2020/11/14,3
2020/11/15,3
2020/11/20,1
2020/11/21,3
2020/11/23,2
2020/11/24,3
2020/11/27,2
2020/11/28,4
2020/11/29,3
2020/11/30,1
