ds,y
2019/06/10,8
2019/06/11,5
2019/06/12,8
2019/06/13,6
2019/06/14,8
2019/06/15,8
2019/06/16,8
2019/06/17,6
2019/06/18,6
2019/06/20,6
2019/06/21,8
2019/06/23,7
2019/06/30,8
2019/07/02,8
2019/07/03,5
2019/07/04,6
2019/07/05,10
2019/07/06,6
2019/08/03,6
2019/08/13,5
2019/08/15,2
2019/08/16,5
2019/08/17,6
2019/08/19,3
2019/08/21,2
2019/08/22,5
2019/08/23,3
2019/08/25,5
2019/08/29,4
2019/08/30,2
2019/08/31,3
2019/09/02,2
2019/09/03,2
2019/09/04,2
2019/09/05,1
2019/09/06,4
2019/09/07,3
2019/09/08,4
2019/09/09,3
2019/09/10,3
2019/09/11,4
2019/09/12,5
2019/09/13,6
2019/09/14,6
2019/09/15,6
2019/09/16,3
2019/09/17,5
2019/09/18,3
2019/09/19,5
2019/09/20,8
2019/09/21,5
2019/09/22,4
2019/09/23,6
2019/09/24,3
2019/09/25,3
2019/09/26,2
2019/09/27,3
2019/09/28,8
2019/09/29,6
2019/09/30,5
2019/10/01,3
2019/10/02,2
2019/10/03,3
2019/10/04,2
2019/10/05,12
2019/10/06,4
2019/10/11,8
2019/10/12,4
2019/10/16,3
2019/10/17,5
2019/10/18,2
2019/10/19,5
2019/10/20,7
2019/10/21,5
2019/10/23,3
2019/10/24,4
2019/10/25,5
2019/10/26,5
2019/10/27,4
2019/10/28,6
2019/11/01,5
2019/11/02,2
2019/11/03,5
2019/11/04,3
2019/11/05,6
2019/11/08,5
2019/11/09,3
2019/11/10,5
2019/11/15,4
2019/11/16,6
2019/11/17,6
2019/11/19,3
2019/11/20,3
2019/11/21,3
2019/11/22,5
2019/11/23,3
2019/11/25,5
2019/11/27,4
2019/11/28,3
2019/11/29,5
2019/12/01,5
2019/12/03,3
2019/12/04,5
2019/12/06,5
2019/12/08,10
2019/12/09,5
2019/12/10,3
2019/12/11,5
2019/12/12,6
2019/12/13,6
2019/12/14,8
2019/12/15,6
2019/12/16,10
2019/12/17,3
2019/12/18,4
2019/12/19,4
2019/12/21,4
2019/12/22,4
2019/12/24,3
2019/12/25,4
2019/12/26,4
2019/12/27,4
2019/12/29,6
2019/12/31,5
2020/01/01,10
2020/01/02,4
