ds,y
2019/11/03,15
2019/11/05,8
2019/11/06,5
2019/11/08,10
2019/11/09,25
2019/11/10,20
2019/11/12,3
2019/11/14,10
2019/11/15,15
2019/11/16,20
2019/11/17,5
2019/11/18,15
2019/11/19,5
2019/11/21,12
2019/11/22,15
2019/11/23,15
2019/11/24,10
2019/11/25,10
2019/11/27,5
2019/11/28,5
2019/11/29,15
2019/11/30,20
2019/12/01,15
2019/12/03,4
2019/12/04,10
2019/12/05,10
2019/12/06,10
2019/12/07,15
2019/12/11,5
2019/12/12,15
2019/12/13,10
2019/12/14,25
2019/12/15,20
2019/12/19,15
2019/12/20,15
2019/12/21,10
2019/12/22,5
2019/12/24,20
2019/12/25,10
2019/12/26,5
2019/12/27,10
2019/12/28,5
2019/12/29,8
2019/12/30,5
2019/12/31,14
2020/01/01,20
2020/01/02,8
2020/01/03,8
2020/01/04,15
2020/01/05,13
2020/01/06,8
2020/01/08,5
2020/01/10,10
2020/01/11,15
2020/01/12,15
2020/01/14,2
2020/01/15,5
2020/01/16,8
2020/01/17,15
2020/01/18,15
2020/01/19,25
2020/01/20,8
2020/01/21,6
2020/01/22,10
2020/01/23,20
2020/01/24,30
2020/01/27,5
2020/01/29,5
2020/01/30,15
2020/01/31,5
2020/02/01,10
2020/02/02,5
2020/02/03,3
2020/02/05,3
2020/02/06,2
2020/02/07,5
2020/02/08,6
2020/02/09,3
2020/02/11,4
2020/02/15,8
2020/02/16,8
2020/02/17,8
2020/02/20,3
2020/02/22,8
2020/02/23,5
2020/02/24,5
2020/02/25,3
2020/02/28,10
2020/02/29,15
2020/03/01,5
2020/03/03,3
2020/03/04,5
2020/03/06,8
2020/03/07,15
2020/03/08,8
2020/03/13,10
2020/03/14,8
2020/03/15,5
2020/03/19,10
2020/03/20,8
2020/03/21,15
2020/03/22,4
2020/03/27,8
2020/03/28,10
2020/03/29,5
2020/04/01,5
2020/04/03,15
2020/04/04,5
2020/06/19,10
2020/06/20,20
2020/06/21,15
2020/06/25,5
2020/06/26,15
2020/06/27,25
2020/06/30,5
2020/07/01,10
2020/07/02,5
2020/07/03,5
2020/07/04,25
2020/07/05,15
2020/07/08,8
2020/07/09,5
2020/07/10,20
2020/07/11,15
2020/07/12,10
2020/07/17,15
2020/07/18,15
2020/07/19,15
2020/07/21,5
2020/07/22,3
2020/07/23,10
2020/07/24,16
2020/07/25,20
2020/07/26,5
2020/07/30,10
2020/07/31,20
2020/08/01,15
2020/08/02,5
2020/08/04,3
2020/08/05,5
2020/08/06,8
2020/08/07,10
2020/08/08,15
2020/08/09,5
2020/08/10,3
2020/08/11,5
2020/08/12,3
2020/08/14,15
2020/08/15,10
2020/08/16,15
2020/08/18,5
2020/08/21,15
2020/08/22,15
2020/08/23,12
2020/08/26,5
2020/08/27,10
2020/08/28,20
2020/08/29,10
2020/08/30,10
2020/09/02,5
2020/09/03,5
2020/09/04,15
2020/09/05,15
2020/09/07,5
2020/09/08,5
2020/09/09,5
2020/09/11,20
2020/09/12,15
2020/09/13,8
2020/09/14,3
2020/09/15,5
2020/09/16,5
2020/09/17,3
2020/09/18,12
2020/09/19,15
2020/09/20,15
2020/09/22,3
2020/09/24,8
2020/09/25,8
2020/09/26,15
2020/09/27,10
2020/09/28,5
2020/10/01,8
2020/10/02,15
2020/10/03,15
2020/10/04,10
2020/10/08,7
2020/10/09,15
2020/10/10,15
2020/10/11,5
2020/10/12,8
2020/10/14,5
2020/10/16,12
2020/10/17,15
2020/10/18,12
2020/10/19,5
2020/10/22,5
2020/10/23,12
2020/10/24,15
2020/10/25,10
2020/10/26,5
2020/10/29,5
2020/10/30,15
2020/10/31,10
2020/11/01,15
2020/11/02,5
2020/11/03,3
2020/11/04,3
2020/11/05,8
2020/11/06,15
2020/11/07,15
2020/11/08,5
2020/11/09,8
2020/11/10,3
2020/11/12,10
2020/11/13,20
2020/11/14,10
2020/11/15,15
2020/11/18,5
2020/11/19,5
2020/11/20,15
2020/11/21,10
2020/11/22,5
2020/11/24,5
2020/11/25,3
2020/11/26,10
2020/11/27,15
2020/11/28,10
2020/11/29,8
