ds,y
2018/01/01,8
2018/01/02,4
2018/01/03,5
2018/01/05,8
2018/01/06,5
2018/01/07,5
2018/01/08,5
2018/01/09,5
2018/01/10,5
2018/01/11,8
2018/01/12,3
2018/01/13,5
2018/01/14,8
2018/01/15,5
2018/01/16,5
2018/01/17,10
2018/01/18,5
2018/01/19,8
2018/01/20,5
2018/01/21,3
2018/01/22,5
2018/01/23,5
2018/01/24,5
2018/01/25,5
2018/01/26,8
2018/01/27,5
2018/01/28,8
2018/01/29,5
2018/01/30,5
2018/01/31,5
2018/02/01,5
2018/02/02,8
2018/02/03,8
2018/02/04,5
2018/02/05,5
2018/02/06,5
2018/02/07,5
2018/02/08,5
2018/02/09,5
2018/02/10,10
2018/02/11,5
2018/02/13,8
2018/02/14,5
2018/02/15,8
2018/02/17,5
2018/02/18,5
2018/02/19,8
2018/02/20,5
2018/02/21,5
2018/02/22,5
2018/02/24,8
2018/02/25,5
2018/02/26,5
2018/02/27,5
2018/03/01,5
2018/03/02,5
2018/03/03,8
2018/03/04,5
2018/03/05,5
2018/03/07,5
2018/03/08,5
2018/03/09,5
2018/03/10,5
2018/03/13,5
2018/03/16,5
2018/03/17,5
2018/03/18,5
2018/03/19,5
2018/03/20,5
2018/03/21,5
2018/03/23,5
2018/03/24,5
2018/03/25,5
2018/03/29,5
2018/03/30,5
2018/03/31,5
2018/04/01,5
2018/04/02,5
2018/04/03,5
2018/04/06,5
2018/04/07,5
2018/04/08,5
2018/04/09,5
2018/04/10,5
2018/04/12,5
2018/04/13,5
2018/04/14,5
2018/04/15,5
2018/04/16,5
2018/04/18,8
2018/04/19,5
2018/04/20,10
2018/04/22,5
2018/04/23,10
2018/04/24,5
2018/04/25,5
2018/04/26,8
2018/04/27,10
2018/04/28,5
2018/05/04,8
2018/05/05,5
2018/05/06,5
2018/05/08,5
2018/05/13,5
2018/05/14,5
2018/05/15,5
2018/05/16,5
2018/05/19,5
2018/05/20,5
2018/05/21,8
2018/05/22,5
2018/05/23,5
2018/05/24,5
2018/05/25,5
2018/05/26,5
2018/05/27,5
2018/05/28,5
2018/05/29,5
2018/05/31,5
2018/06/02,8
2018/06/03,5
2018/06/04,5
2018/06/05,5
2018/06/07,5
2018/06/08,5
2018/06/09,5
2018/06/10,5
2018/06/13,5
2018/06/15,5
2018/06/16,5
2018/06/18,5
2018/06/19,4
2018/06/20,5
2018/06/22,5
2018/06/23,5
2018/06/24,3
2018/06/25,3
2018/06/26,5
2018/06/28,5
2018/06/29,5
2018/06/30,8
2018/07/01,5
2018/07/02,5
2018/07/03,3
2018/07/04,3
2018/07/05,5
2018/07/06,8
2018/07/07,8
2018/07/08,8
2018/07/09,5
2018/07/11,6
2018/07/12,5
2018/07/14,5
2018/07/15,5
2018/07/16,5
2018/07/19,5
2018/07/20,5
2018/07/21,5
2018/07/24,5
2018/07/25,6
2018/07/26,5
2018/07/29,3
2018/07/30,5
2018/08/03,5
2018/08/04,5
2018/08/05,5
2018/08/06,5
2018/08/07,5
2018/08/08,5
2018/08/10,5
2018/08/11,5
2018/08/12,5
2018/08/13,3
2018/08/14,3
2018/08/15,5
2018/08/18,5
2018/08/19,5
2018/08/20,5
2018/08/21,5
2018/08/22,5
2018/08/23,5
2018/08/24,5
2018/08/25,5
2018/08/27,5
2018/08/29,5
2018/08/31,5
2018/09/01,5
2018/09/02,5
2018/09/03,5
2018/09/04,5
2018/09/05,5
2018/09/07,5
2018/09/08,5
2018/09/10,5
2018/09/11,5
2018/09/12,5
2018/09/13,5
2018/09/14,5
2018/09/15,5
2018/09/16,5
2018/09/17,5
2018/09/22,5
2018/09/23,5
2018/09/24,5
2018/09/29,5
2018/09/30,5
2018/10/04,5
2018/10/05,5
2018/10/06,5
2018/10/07,5
2018/10/09,5
2018/10/10,10
2018/10/11,8
2018/10/13,5
2018/10/14,5
2018/10/15,5
2018/10/19,5
2018/10/20,5
2018/10/21,5
2018/10/22,10
2018/10/23,5
2018/10/24,1
2018/10/25,5
2018/10/26,8
2018/10/27,5
2018/10/28,5
2018/10/30,5
2018/10/31,5
2018/11/01,5
2018/11/02,8
2018/11/06,5
2018/11/09,5
2018/11/10,5
2018/11/12,5
2018/11/15,5
2018/11/16,5
2018/11/20,5
2018/11/21,8
2018/11/22,5
2018/11/23,8
2018/11/25,10
2018/11/26,5
2018/11/28,5
2018/11/30,5
2018/12/01,5
2018/12/02,5
2018/12/04,5
2018/12/05,5
2018/12/10,10
2018/12/12,5
2018/12/14,5
2018/12/15,8
2018/12/18,5
2018/12/19,5
2018/12/20,5
2018/12/21,5
2018/12/23,5
2018/12/24,5
2018/12/25,5
2018/12/26,5
2018/12/27,10
2018/12/28,10
2018/12/29,10
2018/12/30,5
2018/12/31,8
2019/01/01,5
2019/01/02,5
2019/01/03,5
2019/01/04,5
2019/01/05,5
2019/01/06,5
2019/01/08,5
2019/01/12,5
2019/01/13,5
2019/01/14,5
2019/01/16,5
2019/01/17,5
2019/01/18,8
2019/01/19,5
2019/01/20,5
2019/01/21,5
2019/01/22,5
2019/01/25,5
2019/01/26,5
2019/01/28,5
2019/01/29,5
2019/01/30,5
2019/01/31,5
2019/02/01,5
2019/02/03,5
2019/02/04,10
2019/02/05,5
2019/02/06,10
2019/02/07,5
2019/02/09,5
2019/02/17,5
2019/02/20,8
2019/02/23,5
2019/02/24,5
2019/02/25,5
2019/02/26,2
2019/02/27,5
2019/02/28,5
2019/03/01,5
2019/03/02,5
2019/03/07,5
2019/03/08,5
2019/03/09,5
2019/03/11,5
2019/03/13,5
2019/03/15,5
2019/03/17,5
2019/03/22,5
2019/03/25,10
2019/03/28,5
2019/03/29,5
2019/03/30,5
2019/04/01,5
2019/04/04,5
2019/04/05,5
2019/04/06,5
2019/04/07,5
2019/04/08,5
2019/04/12,5
2019/04/13,5
2019/04/14,5
2019/04/17,5
2019/04/18,5
2019/04/19,5
2019/04/20,5
2019/04/22,5
2019/04/25,5
2019/04/26,10
2019/04/27,10
2019/04/28,5
2019/04/29,10
2019/04/30,5
2019/05/02,5
2019/05/03,5
2019/05/04,5
2019/05/06,5
2019/05/10,5
2019/05/11,5
2019/05/13,5
2019/05/14,5
2019/05/16,5
2019/05/17,5
2019/05/21,5
2019/05/24,5
2019/05/25,5
2019/05/26,5
2019/05/28,5
2019/06/01,5
2019/06/02,5
2019/06/03,5
2019/06/04,5
2019/06/06,5
2019/06/08,5
2019/06/12,5
2019/06/15,10
2019/06/16,5
2019/06/17,5
2019/06/22,5
2019/06/24,5
2019/06/26,5
2019/06/27,5
2019/07/03,5
2019/07/05,10
2019/07/06,5
2019/07/07,5
2019/07/10,5
2019/07/11,5
2019/07/13,5
2019/07/15,5
2019/07/19,5
2019/07/20,10
2019/07/21,5
2019/07/24,5
2019/07/26,5
2019/07/27,5
2019/07/28,5
2019/07/31,5
2019/08/01,5
2019/08/04,10
2019/08/06,5
2019/08/08,5
2019/08/09,5
2019/08/10,5
2019/08/11,5
2019/08/12,5
2019/08/13,5
2019/08/14,5
2019/08/17,5
2019/08/18,5
2019/08/19,5
2019/08/22,5
2019/08/24,5
2019/08/25,5
2019/08/26,8
2019/08/27,5
2019/08/28,5
2019/08/30,5
2019/09/01,5
2019/09/05,5
2019/09/07,5
2019/09/08,5
2019/09/14,5
2019/09/15,5
2019/09/16,5
